text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I do not feel engaged and it is difficult to sustain momentum.,113.837,129.721,0.23575,0.14908,0.12247,205.694,67.407,9.282,1011.319,0.22386,-0.89323,0.11375,0.04822,0.12352,0.62055,60.474,33.055,60.562
"I sent updates, answered messages, and planned tomorrow's priorities. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",96.72,107.256,0.37548,0.16555,0.17882,226.336,63.045,8.081,1067.996,0.21071,-0.37796,0.12745,0.12521,0.09992,0.67439,52.258,78.308,45.182
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",115.778,119.079,0.22933,0.10943,0.13246,226.489,60.15,8.245,777.137,0.22728,-0.22131,0.1007,0.09171,0.06719,0.67306,37.466,45.304,42.099
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I feel mentally drained and focusing takes more effort than usual.,121.503,125.191,0.3632,0.25919,0.21772,273.09,52.848,7.675,1378.854,0.3075,-0.43591,0.15352,0.13704,0.09497,0.60789,91.936,81.412,58.465
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly.",115.216,134.735,0.2956,0.18061,0.17822,209.252,53.82,7.143,1104.814,0.29036,-0.1916,0.11888,0.09988,0.12015,0.62714,78.441,56.899,56.233
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",105.442,116.083,0.23977,0.10863,0.10703,197.84,64.166,7.933,1127.655,0.19622,-0.06618,0.09795,0.07712,0.09415,0.7574,34.364,45.929,49.201
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",104.816,109.416,0.20704,0.10159,0.11715,207.4,61.501,8.064,931.957,0.20527,-0.1118,0.0901,0.07642,0.11316,0.69013,33.628,46.217,46.219
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. I do not feel engaged and it is difficult to sustain momentum. The current draft is usable, but it still needs refinement.",133.483,134.148,0.29029,0.1724,0.14644,197.742,54.834,8.7,1114.45,0.15523,-0.09885,0.12763,0.10906,0.10467,0.65741,61.276,65.367,56.22
"I finished the review, documented the results, and cleaned up the notes. I am uncertain about the outcome and keep second-guessing the details.",84.885,124.47,0.32151,0.08571,0.10388,181.598,72.536,9.858,729.072,0.19553,-0.29119,0.10255,0.10469,0.08744,0.61453,18.924,57.078,52.976
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,101.934,116.03,0.2042,0.06329,0.10068,176.965,76.546,10.16,591.174,0.09869,0.23185,0.05647,0.10083,0.07377,0.75773,16.215,46.739,26.341
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. The current draft is usable, but it still needs refinement.",125.36,142.075,0.24656,0.19145,0.17178,200.813,70.674,8.709,1237.982,0.27497,-0.81333,0.10926,0.09063,0.13729,0.63723,73.348,53.387,50.789
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. I do not feel engaged and it is difficult to sustain momentum. I will revisit the remaining items tomorrow.",133.329,119.348,0.31534,0.22611,0.20082,229.278,48.737,6.233,1418.871,0.34028,-1.0,0.15674,0.12089,0.14546,0.60431,84.947,69.828,81.368
The workday was manageable and I moved through the checklist steadily. I do not feel engaged and it is difficult to sustain momentum. I can continue after a short break and another review pass.,104.47,140.494,0.28561,0.15189,0.12794,200.757,53.346,10.592,1167.742,0.24695,-0.79212,0.11973,0.0807,0.1256,0.5684,49.717,44.409,61.498
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",89.55,90.559,0.12675,0.02542,0.05973,163.204,71.55,8.661,549.141,0.11436,0.03145,0.04486,0.0342,0.07282,0.71206,12.227,16.435,33.919
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. I can continue after a short break and another review pass.,130.417,141.5,0.29659,0.1644,0.16312,263.093,59.469,9.48,1238.949,0.14765,-0.72699,0.10843,0.07658,0.10631,0.56847,66.993,61.432,50.622
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I do not feel engaged and it is difficult to sustain momentum.",140.219,139.584,0.26854,0.19465,0.19548,257.474,56.741,9.542,1180.691,0.37113,-0.47927,0.1102,0.07819,0.10842,0.64167,94.677,54.407,58.719
I completed the main tasks for today and reviewed the next steps. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.,104.71,110.4,0.22287,0.11976,0.12843,219.881,56.606,9.845,705.211,0.10732,-0.09284,0.0837,0.09882,0.05995,0.71954,43.83,55.702,23.029
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,76.596,129.842,0.11145,0.07532,0.04352,129.087,72.028,11.471,524.801,0.13401,0.25721,0.03111,0.03559,0.07862,0.83767,15.075,14.56,18.211
"I finished the review, documented the results, and cleaned up the notes. I keep worrying that something might go wrong even after I check it. I feel mentally drained and focusing takes more effort than usual.",128.586,142.282,0.24588,0.14645,0.1396,195.666,66.567,8.009,1215.78,0.26935,-0.61084,0.14639,0.09821,0.14136,0.61844,47.246,57.266,73.858
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks.",123.75,138.644,0.25146,0.21175,0.1814,258.6,48.053,9.844,1075.8,0.28686,-0.77008,0.09674,0.08976,0.11169,0.59441,84.828,48.721,53.266
I completed the main tasks for today and reviewed the next steps. I do not feel engaged and it is difficult to sustain momentum.,94.869,133.04,0.2714,0.07068,0.06276,150.667,63.787,5.919,827.215,0.22206,-0.67165,0.12316,0.06948,0.12822,0.56869,20.357,32.196,73.906
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.,133.091,154.315,0.37582,0.20066,0.19445,256.884,58.89,7.384,1083.691,0.28192,-0.74725,0.14815,0.11834,0.13685,0.58841,75.085,70.32,74.601
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance.",108.419,120.552,0.23658,0.19499,0.18482,240.055,57.678,8.885,1028.156,0.26303,-0.82111,0.10297,0.11407,0.09849,0.64236,77.407,60.012,50.113
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,108.331,115.194,0.18343,0.10364,0.11485,202.171,73.892,7.762,774.112,0.09647,0.43779,0.06942,0.07412,0.06415,0.7344,33.81,43.082,18.154
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. The schedule is clear enough for the next session.,132.411,126.364,0.34442,0.19538,0.17271,248.201,59.84,7.128,1151.981,0.20432,-0.61125,0.1229,0.12702,0.09157,0.62575,70.114,66.388,52.019
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.",131.229,134.213,0.2983,0.1588,0.17932,218.47,55.139,8.116,927.478,0.20379,-0.66981,0.12446,0.10085,0.09611,0.69546,64.794,57.621,52.166
The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it.,121.931,129.264,0.26838,0.21465,0.20076,257.231,59.547,7.731,957.49,0.31978,-0.67009,0.1107,0.10526,0.11087,0.59151,87.362,64.673,49.749
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. It is hard to stay motivated and my energy feels low. The current draft is usable, but it still needs refinement.",125.94,141.565,0.35163,0.2308,0.20881,250.602,59.589,9.468,960.704,0.17461,-0.77882,0.1579,0.14107,0.13571,0.61605,69.393,85.237,64.465
"I sent updates, answered messages, and planned tomorrow's priorities. I feel mentally drained and focusing takes more effort than usual.",106.388,128.323,0.18603,0.13815,0.11522,205.877,66.126,8.273,1225.89,0.27752,-0.49596,0.09234,0.04038,0.10166,0.55806,51.362,28.278,57.503
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. I can continue after a short break and another review pass.",129.706,127.651,0.28934,0.13956,0.1863,266.61,52.532,5.436,967.545,0.22142,-0.64722,0.12043,0.12661,0.10059,0.6017,57.709,66.58,49.285
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",122.395,117.273,0.18818,0.11575,0.11377,204.623,66.788,9.646,911.216,0.13977,0.04559,0.05555,0.09251,0.04188,0.65063,49.899,39.344,8.207
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",91.162,106.097,0.20376,0.10113,0.12386,172.451,58.241,7.801,790.239,0.18581,-0.1401,0.09793,0.06236,0.10696,0.68549,33.622,41.158,52.464
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. I will revisit the remaining items tomorrow.",120.89,127.18,0.33119,0.16509,0.19192,245.954,56.671,8.379,903.793,0.18028,-0.42663,0.12578,0.09314,0.08282,0.68977,72.116,62.413,37.024
"I completed the main tasks for today and reviewed the next steps. The current draft is usable, but it still needs refinement.",109.446,120.592,0.19387,0.10703,0.07269,208.849,61.078,6.898,812.102,0.21442,0.01456,0.11085,0.05755,0.08921,0.65054,28.439,37.681,50.708
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,117.247,121.792,0.19046,0.13561,0.12227,172.653,64.309,7.862,702.674,0.15077,-0.1566,0.07707,0.07854,0.03738,0.74635,44.914,40.521,23.015
"The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual. The current draft is usable, but it still needs refinement.",124.868,135.173,0.36103,0.19703,0.21436,281.237,55.48,6.652,1160.97,0.29994,-0.71055,0.16321,0.10627,0.1194,0.58566,81.814,70.256,59.494
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. The current draft is usable, but it still needs refinement.",115.867,132.148,0.35274,0.16659,0.15581,243.304,57.989,8.893,1054.278,0.20545,-0.4924,0.12849,0.07987,0.083,0.65406,60.972,54.463,44.777
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. It is hard to stay motivated and my energy feels low. I will revisit the remaining items tomorrow.,101.634,137.952,0.2888,0.16075,0.12545,218.254,48.412,8.611,1071.267,0.24286,-0.79388,0.1325,0.07581,0.14836,0.46591,57.68,44.527,85.936
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,103.008,102.093,0.18991,0.10228,0.07765,221.064,68.532,8.5,780.47,0.12521,0.49867,0.06101,0.0457,0.03768,0.64914,17.934,40.059,24.144
